151,mały
124,dziewczynka
92,dziecko
88,PUSTE
46,dziewczyna
32,mężczyzna
16,piłka
15,ładny
12,spodnie
11,młody
11,spodenki
8,maly
7,boy
6,mądry
6,płeć
5,brat
5,penis
5,przystojny
5,rower
5,szelki
4,duży
4,mezczyzna
4,włosy
4,zabawa
3,blondynek
3,głośny
3,Jaś
3,"na posyłki"
3,niebieski
3,on
3,piegi
3,samochodzik
3,syn
3,urwis
3,zabawka
2,biega
2,boj
2,brzdąc
2,człowiek
2,dzieciak
2,facet
2,gej
2,grzeczny
2,kobieta
2,latawiec
2,"ma ły"
2,maluch
2,meżczyzna
2,miłość
2,miły
2,młodzieniec
2,niski
2,ogrodniczki
2,pan
2,piękny
2,piżama
2,uczeń
1,"10 letni"
1,a
1,adaś
1,auto
1,balon
1,balonik
1,banan
1,bębenek
1,blond
1,blondyn
1,bobas
1,brud
1,brudny
1,brzyski
1,buty
1,"był sobie"
1,bystry
1,chłop
1,chłopak
1,chłopiec
1,chuj
1,cudowny
1,czapeczka
1,czapka
1,czlowiek
1,czupryna
1,ddziecko
1,dizecko
1,"do bicia"
1,dobry
1,drzewo
1,duzy
1,dwa
1,dzewczyna
1,dziecko]
1,dziecok
1,dzieczwyna
1,dziekco
1,dziewcze
1,dziewczę
1,dziewczybna
1,dziewczyma
1,dziewczynaka
1,dziewczynka]
1,dziewsczyna
1,dziweczyna
1,dziweczynka
1,emo
1,francja
1,futbol
1,głupek
1,głupi
1,grzywka
1,gwałt
1,ja
1,jacek
1,janek
1,jasnosć
1,kapelusz
1,kaszkiet
1,kid
1,kilkuletni
1,klocek
1,kolega
1,koń
1,koszula
1,ksiądz
1,książka
1,Kuba
1,kupa
1,lol
1,łobuz
1,ma
1,malec
1,malinowy
1,malowany
1,mał
1,mał←
1,małolat
1,"mały chłopiec"
1,"mały mężczyzna"
1,mamisynek
1,meszczyzna
1,męźczyzna
1,mikołaj
1,mily
1,młodość
1,mły
1,moj
1,mój
1,muszka
1,na
1,niedobry
1,niedojrzały
1,niegrzeczny
1,noga
1,nudny
1,okulary
1,pasja
1,paski
1,pedofil
1,piasek
1,pidżama
1,pleć
1,płec
1,posyłka
1,proca
1,ren
1,resorak
1,rowerek
1,roztropiec
1,rzęsy
1,samochód
1,słodki
1,smutek
1,spokojny
1,sweter
1,szkoła
1,śliczny
1,śmiech
1,tak
1,uroczy
1,uśmiech
1,"w pasiastej pidżamie"
1,"w pasiastej piżamie"
1,wąsik
1,widły
1,wiejski
1,wielkanocny
1,wielki
1,wojna
1,wojtek
1,wzrost
1,"z gitarą"
1,"z książką"
1,"z obrazu"
1,zabawki
1,ziewcyznkla
1,złośliwy
1,zły
1,zuch
1,zwyciestwo
1,żołnierz
