150,małe
130,płacz
73,płacze
42,PUSTE
26,radość
15,bobas
15,rodzina
14,matka
13,płaczące
13,rodzic
12,rodzice
11,mama
10,pielucha
9,dorosły
9,niewinność
9,zabawki
8,małę
8,młodość
8,zabawa
7,niemowle
7,pieluchy
6,male
6,problem
5,miłość
5,moje
5,niemowlę
5,niewinne
5,placz
4,bachor
4,człowiek
4,krzyk
4,lizak
4,maluch
4,płącz
4,przedszkole
4,szczęście
4,szkoła
4,wózek
3,głupie
3,kłopot
3,niegrzeczne
3,obowiązek
3,placze
2,beksa
2,beztroska
2,bęc
2,boga
2,brzdąc
2,brzydkie
2,dar
2,dziecko
2,fotelik
2,głupota
2,grzeczne
2,hałas
2,kołyska
2,ksiądz
2,kupa
2,mały
2,mlodosc
2,młode
2,młodośc
2,młody
2,nie
2,pampers
2,pieluszki
2,płakać
2,potomek
2,słodycz
2,szczęscie
2,szczur
2,śmiech
2,tak
2,urocze
2,"we mgle"
1,antykoncepcja
1,as
1,BABAS
1,baby
1,bacor
1,bawić
1,beczy
1,berbeć
1,bezbronne
1,beznadziejne
1,bękart
1,biegnie
1,Błażej
1,bobasek
1,boskie
1,bród
1,brudne
1,butelka
1,chaos
1,child
1,chłopiec
1,ciąża
1,ciche
1,cumelek
1,czapeczka
1,czerwiec
1,czyjeś
1,czystość
1,Dardenne
1,delikatność
1,dfg
1,dom
1,"dom dziecka"
1,duże
1,dzidziuś
1,dzieciństwo
1,dzieckop
1,fajne
1,infantka
1,ja
1,jedyne
1,"klocki lego"
1,klopot
1,kochane
1,kolysanka
1,kolyska
1,koszmar
1,krzyczy
1,kwili
1,las
1,lody
1,lucy
1,ładne
1,łono
1,"ma le"
1,macierzyństwo
1,malec
1,malutkie
1,małe]
1,"mały człowiek"
1,marudne
1,marzenie
1,matki
1,mądre
1,mikołaj
1,mina
1,najdroższe
1,narodziny
1,nic
1,"nie moje"
1,niemowę
1,niemowlak
1,niewyspanie
1,nieznośne
1,nigdy
1,nimowlę
1,niskie
1,noworodek
1,obowiązki
1,odpowiedzialność
1,ograniczenie
1,osoba
1,"p łacz"
1,pampersy
1,piątek
1,pieniądze
1,placzące
1,"płacz, pieluchy, nieprzespane noce i i tak niewdzięczny"
1,płaczace
1,płacze]
1,płaczliwe
1,płaczr
1,płaczwe
1,płavcze
1,płączące
1,płącze
1,płód
1,pociecha
1,pokolenie
1,pomidor
1,przyszłość
1,raczkowanie
1,radosc
1,rodzicielstwo
1,rodzicy
1,rosemary
1,róż
1,różowy
1,samotne
1,siostra
1,sliczne
1,slonca
1,smoczek
1,smród
1,starania
1,swoboda
1,szczeniak
1,szczescie
1,szczęśliwe
1,śmierć
1,śpi
1,tato
1,uśm
1,uśmiech
1,"w kąpieli"
1,wesołe
1,wesołość
1,wnętrzności
1,wrzeszczace
1,wychowanie
1,zabawka
1,zepsute
1,zło
1,złośliwe
1,zmęczone
1,zombie
1,zuch
1,życie
